observation: [-0.42428216 -0.00174641], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.48424104 -0.00732552], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.49186105 -0.00762001], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5007187  -0.00885769], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5087479  -0.00802915], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.51788837 -0.0091405 ], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5260717  -0.00818332], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5342365  -0.00816478], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5423215  -0.00808501], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.55126613 -0.00894466], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5600036  -0.00873739], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.56946844 -0.0094649 ], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5785904  -0.00912196], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.58830184 -0.00971139], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.59753096 -0.00922916], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6062102  -0.00867921], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6132761  -0.00706594], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6206776  -0.00740145], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6263612  -0.00568361], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6312862  -0.00492504], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.63641757 -0.00513136], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6407189  -0.00430128], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.64515966 -0.00444084], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6497089  -0.00454921], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6523347  -0.00262579], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.65501875 -0.00268409], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6557425  -0.00072378], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.654501    0.00124154], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.65230274  0.00219827], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.648163    0.00413974], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.64311063  0.00505238], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.636181    0.00692964], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6294229   0.00675805], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.62288445  0.00653846], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.61461234  0.00827214], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.606666    0.00794629], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.59910315  0.00756287], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5899788   0.00912432], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5813599   0.00861889], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.57131     0.01004993], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.56090343  0.01040655], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5502177   0.01068575], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5383325   0.01188518], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.52533686  0.01299565], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5133282   0.01200868], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.50139654  0.01193166], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.48963127  0.01176527], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4771203   0.01251096], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4639568   0.01316349], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.45023826  0.01371856], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.43606547  0.01417279], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.42354167  0.01252381], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.41075706  0.0127846 ], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.39780268  0.01295436], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.38676956  0.01103312], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.37673408  0.01003548], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3687648   0.00796929], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.36191544  0.00684935], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.35723174  0.00468372], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3537446   0.00348712], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.35147697  0.00226764], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.35044363  0.00103333], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.35165134 -0.00120771], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.35409224 -0.00244088], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3567503  -0.00265809], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3606082  -0.00385785], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.36664033 -0.00603215], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.37480664 -0.00816632], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.38405222 -0.00924556], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.39531407 -0.01126186], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.40751448 -0.01220042], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.42056805 -0.01305356], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4333821  -0.01281404], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.44586453 -0.01248244], reward: -1.0, terminated: False, truncated: True, info: {}
observation: [-4.0673441e-01  1.4236553e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-4.0645066e-01  2.8372818e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.40802756 -0.00157691], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.410454   -0.00242643], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.41371283 -0.00325881], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.41878092 -0.00506811], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.42462227 -0.00584135], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4321951  -0.00757282], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4394449  -0.00724979], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.44831914 -0.00887426], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.45675322 -0.00843407], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.46568528 -0.00893206], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.47604948 -0.01036423], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.48776913 -0.01171964], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.49975696 -0.01198784], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5119235 -0.0121665], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.52417755 -0.01225405], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.53742725 -0.01324971], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5505732  -0.01314603], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5645172  -0.01394394], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.577155   -0.01263782], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5893929  -0.01223787], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6001405  -0.01074762], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6093191  -0.00917858], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6178618  -0.00854274], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.624707   -0.00684516], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6298054  -0.00509842], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6341207  -0.00431528], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6366222  -0.00250147], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6372921  -0.00066994], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6381258  -0.00083368], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-6.381173e-01  8.471140e-06], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.63626677  0.00185056], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6335872   0.00267958], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.63009757  0.0034896 ], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6258228   0.00427482], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6217932   0.00402954], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6180378   0.00375539], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.61458355  0.00345425], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6114554   0.00312819], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.60767585  0.00377951], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.60227245  0.00540343], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5962844   0.00598802], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.58875555  0.00752885], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.58174115  0.00701442], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.57329285  0.00844828], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5634733   0.00981961], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.55335534  0.01011795], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.54401445  0.00934083], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.53352064  0.01049385], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5219524   0.01156825], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.51139647  0.01055591], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.50093204  0.01046441], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.48963752  0.01129454], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.47759724  0.01204027], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4669009   0.01069635], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.45562774  0.01127317], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.44386083  0.01176691], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.43168625  0.01217456], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.41919234  0.01249392], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4074687   0.01172361], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.39659858  0.01087015], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.38565803  0.01094053], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3757228   0.00993525], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3678606  0.0078622], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3601244  0.0077362], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3545657  0.0055587], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3502211   0.00434459], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.347119   0.0031021], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.34427953  0.00283948], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.343721    0.00055852], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-3.4344703e-01  2.7396574e-04], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3454594  -0.00201235], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3497451 -0.0042857], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3562764  -0.00653129], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.36401054 -0.00773416], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.3728964  -0.00888587], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.38387445 -0.01097803], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.39687    -0.01299554], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.41079324 -0.01392327], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4245465  -0.01375326], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.44003177 -0.01548527], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.45513725 -0.01510547], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4707526  -0.01561533], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.4867626  -0.01601002], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.50404835 -0.01728573], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5224806  -0.01843227], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5409213  -0.01844066], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.55823207 -0.0173108 ], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.5752836  -0.01705152], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.59294903 -0.01766543], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.61109805 -0.01814905], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6285984  -0.01750031], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6443242  -0.01572578], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6601642 -0.01584  ], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.67600834 -0.01584418], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.6907489  -0.01474052], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.70428765 -0.01353877], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.71653664 -0.01224901], reward: -1.0, terminated: False, truncated: False, info: {}
observation: [-0.7264181  -0.00988143], reward: -1.0, terminated: False, truncated: False, info: {}
